20755048,3,20,19,18,14,8
20757264,0,14,13,12,6,2
20759384,0,2,0,0,0,0
20761264,0,0,0,0,0,0
20763128,0,0,0,0,0,0
20765000,0,0,0,0,0,0
20766864,2,6,4,3,1,1
20768736,3,15,14,13,12,8
20770944,3,20,19,18,17,10
20773240,0,16,15,13,11,6
20775448,0,6,3,1,0,0
20777320,0,0,0,0,0,0
20779192,0,0,0,0,0,0
20781064,0,0,0,0,0,0
20782928,1,3,3,2,0,0
20784808,3,14,13,15,10,10
20787096,3,21,21,20,16,12
20789392,2,18,17,15,11,6
20791600,0,8,6,2,0,0
20793472,0,0,0,0,0,0
20795344,0,0,0,0,0,0
20797208,0,0,0,0,0,0
20799080,0,0,0,0,0,0
20800952,2,10,9,8,7,5
20802904,4,18,17,17,16,11
20805200,2,19,18,17,15,8
20807408,0,12,10,8,6,0
20809448,0,1,0,0,0,0
20811320,0,0,0,0,0,0
20813192,0,0,0,0,0,0
20815064,0,0,0,0,0,0
20816928,1,7,6,5,3,2
20818800,4,16,15,13,13,9
20821008,2,21,19,18,17,10
20823304,0,16,14,13,11,5
20825520,0,6,5,4,0,0
20827384,0,0,0,0,0,0
20829256,0,0,0,0,0,0
20831128,0,0,0,0,0,0
20833000,1,4,4,5,1,0
20834872,3,14,14,15,9,6
20836992,3,21,20,17,14,10
20839288,1,17,15,13,11,5
20841496,0,8,5,3,1,0
20843368,0,0,0,0,0,0
20845240,0,0,0,0,0,0
20847104,0,0,0,0,0,0
20848984,0,0,0,0,0,0
20850848,2,9,8,8,7,4
20852720,4,18,18,19,15,10
20855016,3,20,20,18,14,11
20857304,0,13,10,8,5,1
20859344,0,2,0,0,0,0
20861216,0,0,0,0,0,0
20863096,0,0,0,0,0,0
20864960,0,0,0,0,0,0
20866824,2,6,5,4,2,2
20868696,4,15,14,13,12,8
20870904,4,20,20,19,17,13
20873200,1,16,15,13,11,6
20875408,0,6,4,1,0,0
20877280,0,0,0,0,0,0
20879152,0,0,0,0,0,0
20881024,0,0,0,0,0,0
20882888,0,4,2,2,0,0
20884760,3,12,11,11,10,7
20886968,3,21,20,18,17,12
20889272,2,19,19,18,14,5
20891480,0,10,8,8,0,0
20893432,0,0,0,0,0,0
20895304,0,0,0,0,0,0
20897168,0,0,0,0,0,0
20899048,0,0,0,0,0,0
20900912,2,9,8,8,7,5
20902784,4,18,18,20,16,10
20905080,3,21,21,20,14,8
20907288,0,13,11,8,3,1
20909328,0,2,0,0,0,0
20911200,0,0,0,0,0,0
20913064,0,0,0,0,0,0
20914936,0,0,0,0,0,0
20916808,2,5,4,4,3,2
20918680,4,15,15,17,13,8
20920888,2,20,20,19,16,13
20923184,0,18,17,16,10,6
20925392,0,7,4,1,0,0
20927264,0,0,0,0,0,0
20929128,0,0,0,0,0,0
20931000,0,0,0,0,0,0
20932872,0,2,0,0,0,0
20934744,3,12,11,14,10,6
20936952,3,20,19,19,16,11
20939248,2,18,17,15,12,8
20941456,0,8,5,4,1,0
20943328,0,0,0,0,0,0
20945200,0,0,0,0,0,0
20947064,0,0,0,0,0,0
20948936,0,0,0,0,0,0
20950808,3,9,8,8,7,5
20952680,4,18,18,19,15,10
20954968,2,20,20,17,14,8
20957188,0,14,13,12,6,2
20959304,0,3,0,0,0,0
20961176,0,0,0,0,0,0
20963048,0,0,0,0,0,0
20964920,0,0,0,0,0,0
20966784,1,5,5,3,2,2
20968656,4,14,14,12,11,9
20970864,3,20,19,18,17,13
20973160,1,16,15,13,11,6
20975368,0,6,3,1,0,0
20977240,0,0,0,0,0,0
20979112,0,0,0,0,0,0
20980984,0,0,0,0,0,0
20982848,0,3,2,0,0,0
20984720,3,12,12,10,9,6
20986848,3,20,20,18,17,11
20989144,2,19,19,18,13,5
20991352,0,10,8,4,0,0
20993304,0,0,0,0,0,0
20995176,0,0,0,0,0,0
20997048,0,0,0,0,0,0
20998920,0,0,0,2,0,0
21000784,2,9,8,7,5,4
21002656,4,17,16,15,14,9
21004864,2,19,18,17,15,11
21007160,0,12,11,9,7,2
21009200,0,2,0,0,0,0
21011072,0,0,0,0,0,0
21012944,0,0,0,0,0,0
21014808,0,0,0,0,0,0
21016680,1,4,3,3,2,1
21018552,3,14,14,13,12,8
21020760,3,20,19,19,18,13
21023064,0,17,16,14,12,6
21025264,0,7,4,2,0,0
21027136,0,0,0,0,0,0
21029008,0,0,0,0,0,0
21030880,0,0,0,0,0,0
21032744,1,3,2,0,0,0
21034616,2,12,10,9,9,6
21036656,3,19,18,18,17,11
21038952,3,19,18,16,14,9
21041164,0,10,8,5,2,0
21043120,0,0,0,0,0,0
21044984,0,0,0,0,0,0
21046856,0,0,0,0,0,0
21048728,0,0,0,0,0,0
21050600,2,8,8,9,6,4
21052464,4,17,17,16,13,9
21054680,3,21,21,21,15,9
21056888,0,15,13,10,5,0
21059016,0,4,2,1,0,0
21060880,0,0,0,0,0,0
21062752,0,0,0,0,0,0
21064624,0,0,0,0,0,0
21066488,0,4,3,3,1,1
21068360,3,13,13,12,11,8
21070568,3,21,20,19,18,12
21072864,1,18,17,15,13,8
21075080,0,9,7,7,1,0
21076944,0,0,0,0,0,0
21078816,0,0,0,0,0,0
21080688,0,0,0,0,0,0
21082568,0,2,2,3,0,0
21084424,3,10,9,9,7,5
21086384,4,19,20,20,15,10
21088680,2,20,20,19,12,9
21090888,0,12,10,7,1,0
21092928,0,0,0,0,0,0
21094800,0,0,0,0,0,0
21096664,0,0,0,0,0,0
21098536,0,0,0,0,0,0
21100408,2,6,5,4,5,3
21102280,4,16,17,17,14,9
21104488,3,20,19,17,15,9
21106700,0,15,13,11,8,1
21108824,0,5,3,2,0,0
21110688,0,0,0,0,0,0
21112560,0,0,0,0,0,0
21114432,0,0,0,0,0,0
21116304,1,4,4,4,1,0
21118168,3,13,13,11,9,7
21120296,4,20,20,18,16,11
21122592,2,17,16,14,12,5
21124800,0,7,6,3,1,0
21126672,0,0,0,0,0,0
21128544,0,0,0,0,0,0
21130408,0,0,0,0,0,0
21132280,0,0,0,0,0,0
21134152,2,9,9,8,7,5
21136024,4,19,19,19,15,10
21138320,3,21,21,21,14,10
21140608,0,14,11,8,2,1
21142648,0,3,0,0,0,0
21144520,0,0,0,0,0,0
21146392,0,0,0,0,0,0
21148264,0,0,0,0,0,0
21150128,2,6,6,4,2,2
21152000,3,15,15,13,12,9
21154208,4,20,18,17,16,10
21156504,0,16,14,13,11,6
21158720,0,6,5,4,0,0
21160584,0,0,0,0,0,0
21162456,0,0,0,0,0,0
21164328,0,0,0,0,0,0
21166200,0,4,3,3,1,0
21168064,3,13,12,11,9,6
21170192,3,20,20,18,16,11
21172488,2,18,17,15,12,5
21174696,0,8,6,3,2,0
21176568,0,0,0,0,0,0
21178440,0,0,0,0,0,0
21180304,0,0,0,0,0,0
21182176,0,0,0,0,0,0
21184056,2,9,10,9,6,4
21186000,3,17,16,16,13,10
21188296,2,19,18,16,14,8
21190504,0,12,11,8,5,3
21192544,0,1,0,0,0,0
21194424,0,0,0,0,0,0
21196288,0,0,0,0,0,0
21198168,0,0,0,0,0,0
21200024,1,5,5,3,1,2
21201896,3,14,14,13,12,8
21204104,3,20,19,19,17,10
21206400,1,16,15,13,11,5
21208608,0,6,4,1,0,0
21210480,0,0,0,0,0,0
21212352,0,0,0,0,0,0
21214224,0,0,0,0,0,0
21216088,0,3,2,0,0,0
21217968,3,13,13,13,9,9
21220088,3,20,19,18,15,11
21222384,2,19,18,17,11,6
21224592,0,9,7,3,0,0
21226464,0,0,0,0,0,0
21228328,0,0,0,0,0,0
21230200,0,0,0,0,0,0
21232072,0,0,0,0,0,0
21233944,2,9,9,9,6,3
21235808,4,17,16,15,13,9
21238024,2,20,20,20,15,9
21240232,0,14,13,9,5,0
21242272,0,3,0,0,0,0
21244144,0,0,0,0,0,0
21246008,0,0,0,0,0,0
21247880,0,0,0,0,0,0
21249752,1,3,3,1,2,1
21251624,4,14,14,14,12,8
21253832,3,20,20,19,16,13
21256128,0,18,17,15,11,7
21258336,0,7,4,2,0,0
21260208,0,0,0,0,0,0
21262080,0,0,0,0,0,0
21263944,0,0,0,0,0,0
21265816,0,1,0,0,0,0
21267688,3,10,9,8,8,5
21269640,3,17,18,17,16,10
21271936,3,19,18,16,14,7
21274144,0,11,10,6,5,0
21276184,0,0,0,0,0,0
21278056,0,0,0,0,0,0
21279928,0,0,0,0,0,0
21281800,0,0,0,0,0,0
21283664,1,7,6,6,4,3
21285544,4,17,18,18,13,12
21287832,2,20,20,18,14,9
21290040,1,14,13,11,7,4
21292168,0,4,1,0,0,0
21294040,0,0,0,0,0,0
21295904,0,0,0,0,0,0
21297776,0,0,0,0,0,0
21299656,0,4,4,4,1,0
21301520,4,13,14,16,9,7
21303640,4,20,20,18,14,10
21305936,1,17,15,13,10,4
21308144,0,7,5,2,0,0
21310016,0,0,0,0,0,0
21311888,0,0,0,0,0,0
21313768,0,0,0,0,0,0
21315624,0,1,0,0,0,0
21317496,2,9,9,8,6,4
21319368,3,17,17,17,15,10
21321664,3,20,20,19,15,7
21323872,0,13,11,8,4,0
21325912,0,2,0,0,0,0
21327784,0,0,0,0,0,0
21329648,0,0,0,0,0,0
21331520,0,0,0,0,0,0
21333392,1,5,4,3,3,3
21335272,3,16,16,17,13,8
21337472,3,20,20,18,15,10
21339768,0,16,15,12,10,5
21341976,0,5,2,0,0,0
21343848,0,0,0,0,0,0
21345720,0,0,0,0,0,0
21347584,0,0,0,0,0,0
21349456,1,3,2,0,0,0
21351328,3,12,11,11,10,6
21353536,4,19,19,18,17,11
21355832,2,18,17,15,13,8
21358040,0,8,6,4,2,0
21359912,0,0,0,0,0,0
21361784,0,0,0,0,0,0
21363648,0,0,0,0,0,0
21365520,0,0,0,0,0,0
21367392,2,9,8,7,7,4
21369264,4,19,19,19,15,10
21371560,3,21,21,19,13,8
21373768,0,14,11,8,4,1
21375808,0,1,0,0,0,0
21377680,0,0,0,0,0,0
21379544,0,0,0,0,0,0
21381416,0,0,0,0,0,0
21383288,1,4,3,4,3,2
21385160,4,14,14,16,12,8
21387368,3,19,19,19,15,10
21389664,1,17,17,17,10,5
21391872,0,6,4,1,0,0
21393752,0,0,0,0,0,0
21395608,0,0,0,0,0,0
21397480,0,0,0,0,0,0
21399352,0,2,1,0,0,0
21401224,3,12,12,13,10,6
21403432,4,20,19,18,16,11
21405728,3,18,18,16,13,9
21407936,0,9,6,4,2,0
21409808,0,0,0,0,0,0
21411680,0,0,0,0,0,0
21413552,0,0,0,0,0,0
21415416,0,0,0,0,0,0
21417288,2,9,7,7,5,4
21419160,4,17,17,18,14,10
21421448,4,20,19,17,14,8
21423680,1,15,14,13,6,2
21425784,0,4,1,0,0,0
21427656,0,0,0,0,0,0
21429528,0,0,0,0,0,0
21431400,0,0,0,0,0,0
21433264,0,5,4,3,1,1
21435136,3,14,14,13,11,8
21437344,4,20,19,18,16,10
21439640,1,16,15,13,11,6
21441848,0,6,4,1,0,0
21443720,0,0,0,0,0,0
21445592,0,0,0,0,0,0
21447464,0,0,0,0,0,0
21449328,1,3,3,1,0,0
